DATE_TIME,DATE,TIME,Average of AMBIENT_TEMPERATURE,Average of MODULE_TEMPERATURE,Average of IRRADIATION,Average of DC_POWER,Average of AC_POWER,Average of DAILY_YIELD,Average of TOTAL_YIELD,DAILY_YIELD,TOTAL_YIELD
15-05-20 18:15,15-05-20,18:15:00,29.24311093,28.6825074,0.009149945,99.96444805,9.643262987,6247.709416,6859049.626,6247.709416,6859049.626
15-05-20 18:30,15-05-20,18:30:00,28.495518,27.28599227,0.001841025,0,0,6248.772727,6859050.682,6248.772727,6859050.682
15-05-20 18:45,15-05-20,18:45:00,27.8840638,25.96194653,0,0,0,6248.772727,6859050.682,6248.772727,6859050.682
15-05-20 19:00,15-05-20,19:00:00,27.4559754,25.38531307,0,0,0,6247.357143,6918639.214,6247.357143,6918639.214
15-05-20 19:15,15-05-20,19:15:00,27.0975484,25.2008464,0,0,0,6247.357143,6918639.214,6247.357143,6918639.214
15-05-20 19:30,15-05-20,19:30:00,27.01870113,25.74526773,0.000125383,0,0,6247.357143,6918639.214,6247.357143,6918639.214
15-05-20 19:45,15-05-20,19:45:00,23.78723747,22.5114056,0.00010022,0,0,6247.357143,6918639.214,6247.357143,6918639.214
15-05-20 20:00,15-05-20,20:00:00,22.66317964,20.29072571,0,0,0,6247.357143,6918639.214,6247.357143,6918639.214
15-05-20 20:15,15-05-20,20:15:00,23.41209707,20.73659667,0,0,0,6247.357143,6918639.214,6247.357143,6918639.214
15-05-20 20:30,15-05-20,20:30:00,22.30098867,20.37541693,0,0,0,6247.357143,6918639.214,6247.357143,6918639.214
15-05-20 20:45,15-05-20,20:45:00,22.0374816,20.31280513,0,0,0,6247.357143,6918639.214,6247.357143,6918639.214
15-05-20 21:00,15-05-20,21:00:00,22.16851807,20.6512674,0,0,0,6247.357143,6918639.214,6247.357143,6918639.214
15-05-20 21:15,15-05-20,21:15:00,22.1193604,20.6320862,0,0,0,3975.590909,6859050.682,3975.590909,6859050.682
15-05-20 21:30,15-05-20,21:30:00,22.22125033,20.75869967,0,0,0,3975.590909,6859050.682,3975.590909,6859050.682
15-05-20 21:45,15-05-20,21:45:00,22.23682847,20.91441667,0,0,0,3975.590909,6859050.682,3975.590909,6859050.682
15-05-20 22:00,15-05-20,22:00:00,22.22185843,20.89570393,0,0,0,3975.590909,6859050.682,3975.590909,6859050.682
15-05-20 22:15,15-05-20,22:15:00,22.14931253,20.73218587,0,0,0,3975.590909,6859050.682,3975.590909,6859050.682
15-05-20 22:30,15-05-20,22:30:00,22.10471387,20.82985207,0,0,0,3975.590909,6859050.682,3975.590909,6859050.682
15-05-20 22:45,15-05-20,22:45:00,22.05707993,21.07227567,0,0,0,3975.590909,6859050.682,3975.590909,6859050.682
15-05-20 23:00,15-05-20,23:00:00,22.23601831,21.24131654,0,0,0,3975.590909,6859050.682,3975.590909,6859050.682
16-05-20 2:00,16-05-20,2:00:00,21.68216,20.072144,0,0,0,0,6921568.75,0,6921568.75
16-05-20 2:15,16-05-20,2:15:00,21.6884114,19.9192038,0,0,0,0,6859050.682,0,6859050.682
16-05-20 2:30,16-05-20,2:30:00,21.51040853,19.59269193,0,0,0,0,6859050.682,0,6859050.682
16-05-20 2:45,16-05-20,2:45:00,21.496287,19.6248698,0,0,0,0,6859050.682,0,6859050.682
16-05-20 3:00,16-05-20,3:00:00,21.6459126,20.06520593,0,0,0,0,6859050.682,0,6859050.682
16-05-20 3:15,16-05-20,3:15:00,21.6743142,20.11216013,0,0,0,0,6859050.682,0,6859050.682
16-05-20 3:30,16-05-20,3:30:00,21.73142093,20.351884,0,0,0,0,6859050.682,0,6859050.682
16-05-20 3:45,16-05-20,3:45:00,21.78016573,20.50589407,0,0,0,0,6859050.682,0,6859050.682
16-05-20 4:00,16-05-20,4:00:00,21.85855536,20.81391043,0,0,0,0,6859050.682,0,6859050.682
16-05-20 4:15,16-05-20,4:15:00,21.89991073,20.71264033,0,0,0,0,6859050.682,0,6859050.682
16-05-20 4:30,16-05-20,4:30:00,21.92704853,20.72603773,0,0,0,0,6859050.682,0,6859050.682
16-05-20 4:45,16-05-20,4:45:00,22.0286844,20.79640287,0,0,0,0,6859050.682,0,6859050.682
16-05-20 5:00,16-05-20,5:00:00,21.93278,20.6822592,0,0,0,0,6859050.682,0,6859050.682
16-05-20 5:15,16-05-20,5:15:00,21.86625167,20.47236933,0,0,0,0,6859050.682,0,6859050.682
16-05-20 5:30,16-05-20,5:30:00,21.87658507,20.76019287,0,0,0,0,6859050.682,0,6859050.682
16-05-20 5:45,16-05-20,5:45:00,21.95998927,20.5434348,0.000147169,0,0,0,6859050.682,0,6859050.682
16-05-20 6:00,16-05-20,6:00:00,21.9232375,20.25681407,0.006205959,51.41152597,4.961931818,0.071428571,6859050.753,0.071428571,6859050.753
16-05-20 6:15,16-05-20,6:15:00,21.8604004,20.4303872,0.023633737,339.7881493,32.83863636,4.124188312,6859054.806,4.124188312,6859054.806
16-05-20 6:30,16-05-20,6:30:00,21.98583367,21.195638,0.049514968,705.974026,68.42207792,16.56493507,6859067.247,16.56493507,6859067.247
16-05-20 6:45,16-05-20,6:45:00,22.13967073,22.18941033,0.079269643,1128.970779,109.7591721,38.37012987,6859089.052,38.37012987,6859089.052
16-05-20 7:00,16-05-20,7:00:00,22.45271393,23.1112346,0.109037968,1552.407468,151.7149351,70.6599026,6859121.342,70.6599026,6859121.342
16-05-20 7:15,16-05-20,7:15:00,22.6524518,24.24170127,0.138115452,1970.366071,193.1534091,113.2938312,6859163.989,113.2938312,6859163.989
16-05-20 7:30,16-05-20,7:30:00,22.97513853,25.66848753,0.174117525,2474.726461,242.6741883,167.0819805,6859217.764,167.0819805,6859217.764
16-05-20 7:45,16-05-20,7:45:00,23.38855407,27.93747607,0.243642806,3424.88961,336.5795455,238.1452922,6859288.827,238.1452922,6859288.827
16-05-20 8:00,16-05-20,8:00:00,23.8905234,30.79129613,0.298052989,4197.211039,412.2941558,332.4512987,6859383.133,332.4512987,6859383.133
16-05-20 8:15,16-05-20,8:15:00,24.42785433,33.0092104,0.338650411,4783.42289,469.1382305,442.6558442,6859493.338,442.6558442,6859493.338
16-05-20 8:30,16-05-20,8:30:00,25.16689847,36.6061888,0.427548953,5934.526786,581.5097403,571.8709416,6859622.553,571.8709416,6859622.553
16-05-20 8:45,16-05-20,8:45:00,25.75717567,38.89201073,0.470081485,6476.68263,634.4580357,726.3993507,6859777.081,726.3993507,6859777.081
16-05-20 9:00,16-05-20,9:00:00,25.99942227,38.70590013,0.461185769,6407.104708,627.6648539,886.4431818,6859937.125,886.4431818,6859937.125
16-05-20 9:15,16-05-20,9:15:00,26.29700733,39.34378447,0.41958991,5800.233766,568.4112013,1032.720779,6860083.403,1032.720779,6860083.403
16-05-20 9:30,16-05-20,9:30:00,26.59366867,39.87995233,0.420493884,5899.064123,578.0513799,1176.628247,6860227.31,1176.628247,6860227.31
16-05-20 9:45,16-05-20,9:45:00,27.03096947,41.82566533,0.540593679,7324.919643,717.1883117,1334.448864,6860385.131,1334.448864,6860385.131
16-05-20 10:00,16-05-20,10:00:00,27.61135453,46.07265193,0.491453022,7346.370942,719.2301136,1527.559253,6860578.241,1527.559253,6860578.241
16-05-20 10:15,16-05-20,10:15:00,27.93121329,44.468571,0.469728831,7135.819805,698.6644481,1688.69724,6860739.379,1688.69724,6860739.379
16-05-20 10:30,16-05-20,10:30:00,28.2829874,48.962665,0.654436842,9403.322241,919.6238636,1896.814123,6860947.496,1896.814123,6860947.496
16-05-20 10:45,16-05-20,10:45:00,28.78232633,50.154118,0.595521375,8322.519481,814.3025974,2115.053571,6861165.735,2115.053571,6861165.735
16-05-20 11:00,16-05-20,11:00:00,29.1554974,49.15606887,0.575263897,8061.107955,788.8946429,2311.719968,6861362.402,2311.719968,6861362.402
16-05-20 11:15,16-05-20,11:15:00,29.3643758,48.12385467,0.542374875,7606.743507,744.6465909,2506.880682,6861557.563,2506.880682,6861557.563
16-05-20 11:30,16-05-20,11:30:00,29.6892496,46.51825533,0.493430553,7165.221591,701.5830357,2689.76461,6861740.446,2689.76461,6861740.446
16-05-20 11:45,16-05-20,11:45:00,29.8473918,47.0438902,0.62278731,8862.228084,866.9649351,2875.715097,6861926.397,2875.715097,6861926.397
16-05-20 12:00,16-05-20,12:00:00,30.08986207,50.09181933,0.662004302,9018.992695,882.244724,3096.257305,6862146.939,3096.257305,6862146.939
16-05-20 12:15,16-05-20,12:15:00,30.37689871,48.67528186,0.540425129,7497.198052,733.950974,3306.363636,6862357.045,3306.363636,6862357.045
16-05-20 12:30,16-05-20,12:30:00,30.8864686,50.44957047,0.76711941,10394.43425,1015.957792,3518.646104,6862569.328,3518.646104,6862569.328
16-05-20 12:45,16-05-20,12:45:00,31.2210448,54.23274553,0.812240641,11154.7362,1088.891558,3783.261364,6862833.943,3783.261364,6862833.943
16-05-20 13:00,16-05-20,13:00:00,31.31397713,52.8518024,0.636164586,8699.341721,850.973539,4029.872565,6863080.554,4029.872565,6863080.554
16-05-20 13:15,16-05-20,13:15:00,31.66299653,52.0534832,0.733243599,10626.50812,1038.349188,4268.255682,6863318.938,4268.255682,6863318.938
16-05-20 13:30,16-05-20,13:30:00,31.61725667,49.747872,0.583864739,8436.219967,825.3967532,4500.233766,6863550.916,4500.233766,6863550.916
16-05-20 13:45,16-05-20,13:45:00,31.3661072,47.2997298,0.502392484,7061.811688,691.4637987,4686.034903,6863736.717,4686.034903,6863736.717
16-05-20 14:00,16-05-20,14:00:00,31.42362873,46.57489593,0.435684946,6286.546266,615.863474,4853.424513,6863904.106,4853.424513,6863904.106
16-05-20 14:15,16-05-20,14:15:00,31.98976833,47.82889013,0.595977137,8538.385552,835.4613636,5029.784903,6864080.467,5029.784903,6864080.467
16-05-20 14:30,16-05-20,14:30:00,32.24326421,48.35548621,0.534500986,7449.915584,729.3870942,5236.102273,6864286.784,5236.102273,6864286.784
16-05-20 14:45,16-05-20,14:45:00,32.3501976,46.20359727,0.514964407,7294.94237,714.2929383,5413.642857,6864464.325,5413.642857,6864464.325
16-05-20 15:00,16-05-20,15:00:00,32.43687973,45.77020907,0.503626383,7170.956981,702.2090097,5587.618507,6864638.3,5587.618507,6864638.3
16-05-20 15:15,16-05-20,15:15:00,32.52414947,45.84053753,0.419735824,5935.646104,581.6065747,5752.643669,6864803.326,5752.643669,6864803.326
16-05-20 15:30,16-05-20,15:30:00,32.3280254,43.17009267,0.349962358,5062.131494,496.3133117,5885.983766,6864936.666,5885.983766,6864936.666
16-05-20 15:45,16-05-20,15:45:00,32.10339147,39.81443887,0.261408532,3857.975649,379.1113636,5994.359578,6865045.041,5994.359578,6865045.041
16-05-20 16:00,16-05-20,16:00:00,32.02910173,37.712012,0.227681253,3376.76461,331.961039,6082.580357,6865133.262,6082.580357,6865133.262
16-05-20 16:15,16-05-20,16:15:00,31.9597596,36.30115747,0.191869824,2849.657467,279.5684253,6158.726461,6865209.408,6158.726461,6865209.408
16-05-20 16:30,16-05-20,16:30:00,31.90710457,35.77269607,0.175596984,2599.653409,254.9434253,6226.525162,6865277.207,6226.525162,6865277.207
16-05-20 16:45,16-05-20,16:45:00,31.88745533,34.78123607,0.150128168,2213.988636,217.0709416,6285.038149,6865335.72,6285.038149,6865335.72
16-05-20 17:00,16-05-20,17:00:00,31.74708247,33.73915807,0.133743208,1966.207792,192.7408279,6337.012987,6865387.695,6337.012987,6865387.695
16-05-20 17:15,16-05-20,17:15:00,31.54080187,32.7458964,0.109053603,1602.280033,156.7305195,6380.866883,6865431.549,6380.866883,6865431.549
16-05-20 17:30,16-05-20,17:30:00,31.30016687,31.59976787,0.079587311,1176.444805,114.3979708,6415.098214,6865465.78,6415.098214,6865465.78
16-05-20 17:45,16-05-20,17:45:00,31.0485982,30.12416173,0.050450764,751.5413961,72.86826299,6438.645292,6865489.327,6438.645292,6865489.327
16-05-20 18:00,16-05-20,18:00:00,30.31168413,28.36227433,0.026212863,392.1063312,37.9012987,6452.475649,6865503.158,6452.475649,6865503.158
16-05-20 18:15,16-05-20,18:15:00,29.54822573,26.94033807,0.008812281,125.9212662,12.15113636,6458.756493,6865509.438,6458.756493,6865509.438
16-05-20 18:30,16-05-20,18:30:00,28.97306333,25.9079486,0.00035945,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 18:45,16-05-20,18:45:00,28.6859842,25.50321853,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 19:00,16-05-20,19:00:00,28.31019579,25.37907214,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 19:15,16-05-20,19:15:00,27.9578898,25.1996236,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 19:30,16-05-20,19:30:00,27.57085773,25.1651774,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 19:45,16-05-20,19:45:00,27.256431,24.9509702,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 20:00,16-05-20,20:00:00,26.9411986,24.4972452,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 20:15,16-05-20,20:15:00,26.70199373,24.07971407,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 20:30,16-05-20,20:30:00,26.483793,23.82730513,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 20:45,16-05-20,20:45:00,26.31202486,23.62220114,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 21:00,16-05-20,21:00:00,26.0082478,23.32152507,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 21:15,16-05-20,21:15:00,25.61655473,22.952588,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 21:30,16-05-20,21:30:00,25.28644193,22.64899693,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 21:45,16-05-20,21:45:00,25.1239094,22.43270273,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 22:00,16-05-20,22:00:00,25.0534728,22.2860412,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 22:15,16-05-20,22:15:00,24.8400106,22.0829142,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 22:30,16-05-20,22:30:00,24.61206653,21.97715853,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 22:45,16-05-20,22:45:00,24.49298086,22.05269729,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 23:00,16-05-20,23:00:00,24.46162507,22.18635247,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 23:15,16-05-20,23:15:00,24.39256807,22.2029236,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 23:30,16-05-20,23:30:00,24.3780212,22.11262207,0,0,0,6459.727273,6865510.409,6459.727273,6865510.409
16-05-20 23:45,16-05-20,23:45:00,24.2493468,21.81421107,0,0,0,5944.5,6865510.409,5944.5,6865510.409
17-05-20 0:00,17-05-20,0:00:00,24.17016593,21.63149,0,0,0,223.0909091,6865510.409,223.0909091,6865510.409
17-05-20 0:15,17-05-20,0:15:00,24.01153147,21.6482788,0,0,0,0,6865510.409,0,6865510.409
17-05-20 0:30,17-05-20,0:30:00,23.8949484,21.48822633,0,0,0,0,6865510.409,0,6865510.409
17-05-20 0:45,17-05-20,0:45:00,23.936809,21.51564464,0,0,0,0,6865510.409,0,6865510.409
17-05-20 1:00,17-05-20,1:00:00,23.87931507,21.53955707,0,0,0,0,6865510.409,0,6865510.409
17-05-20 1:15,17-05-20,1:15:00,23.75795087,21.39526567,0,0,0,0,6865510.409,0,6865510.409
17-05-20 1:30,17-05-20,1:30:00,23.73213194,21.87146944,0,0,0,0,6865510.409,0,6865510.409
17-05-20 1:45,17-05-20,1:45:00,23.72653607,21.64628907,0,0,0,0,6865510.409,0,6865510.409
17-05-20 2:00,17-05-20,2:00:00,23.5248778,21.33722527,0,0,0,0,6865510.409,0,6865510.409
17-05-20 2:15,17-05-20,2:15:00,23.45815413,21.35768833,0,0,0,0,6865510.409,0,6865510.409
17-05-20 2:30,17-05-20,2:30:00,23.3887412,21.38264987,0,0,0,0,6865510.409,0,6865510.409
17-05-20 2:45,17-05-20,2:45:00,23.26528493,21.25517264,0,0,0,0,6865510.409,0,6865510.409
17-05-20 3:00,17-05-20,3:00:00,23.3172954,21.50079127,0,0,0,0,6865510.409,0,6865510.409
17-05-20 3:15,17-05-20,3:15:00,23.2138916,21.4639018,0,0,0,0,6865510.409,0,6865510.409
17-05-20 3:30,17-05-20,3:30:00,22.9518738,20.87708947,0,0,0,0,6865510.409,0,6865510.409
17-05-20 3:45,17-05-20,3:45:00,22.941931,20.8091066,0,0,0,0,6865510.409,0,6865510.409
17-05-20 4:00,17-05-20,4:00:00,22.86391193,20.7552002,0,0,0,0,6865510.409,0,6865510.409
17-05-20 4:15,17-05-20,4:15:00,22.82215787,20.88553047,0,0,0,0,6865510.409,0,6865510.409
17-05-20 4:30,17-05-20,4:30:00,22.8671814,21.15483607,0,0,0,0,6865510.409,0,6865510.409
17-05-20 4:45,17-05-20,4:45:00,22.74696047,21.0750916,0,0,0,0,6865510.409,0,6865510.409
17-05-20 5:00,17-05-20,5:00:00,22.56799927,20.84764007,0,0,0,0,6865510.409,0,6865510.409
17-05-20 5:15,17-05-20,5:15:00,22.57251407,20.91312521,0,0,0,0,6865510.409,0,6865510.409
17-05-20 5:30,17-05-20,5:30:00,22.5491474,21.07022893,0,0,0,0,6865510.409,0,6865510.409
